scenario_id,opening_query_group,opening_query,initial_category,initial_subcategory,final_category,final_subcategory,hidden_fact,fact_as_answer,relevant_question_topic,counterfactual_category,counterfactual_subcategory,counterfactual_hidden_fact,counterfactual_fact_as_answer,swap_pair,direction,source_stratum,source_workbook_rows,source_legacy_scenario_id,multi_label_grounded,paper_failure_mode,domestic_violence_hidden_fact,candidate_status
x0533,f18_BtoA_08,There are suspicious changes involving a vulnerable parent's money and decision-making. What are my options?,Wills & Trusts,Elder Abuse,Wills & Trusts,Conservatorship/Guardianship,"The family agrees protection is needed, and the question is who should be guardian.","The family agrees protection is needed, and the question is who should be guardian.",whether the need is authority to act or suspected exploitation,Wills & Trusts,Elder Abuse,A caregiver pressured my parent to change beneficiaries and took large payments.,A caregiver pressured my parent to change beneficiaries and took large payments.,guardianship_vs_elder_abuse,BtoA,expanded_workbook_grounded,31;71;399;404;411;421,,true,,false,synthetic_candidate_needs_human_validation
x0376,f13_BtoA_01,The DMV says there is a problem with my license and I need to appeal.,Administrative Law,DMV (Non-Criminal),Criminal Law,DUII/DWS,The suspension followed a DUII arrest and I have a criminal court date.,The suspension followed a DUII arrest and I have a criminal court date.,whether there is a DUII arrest or only a noncriminal DMV decision,Administrative Law,DMV (Non-Criminal),"The issue is rejected identity documents at the DMV, with no criminal case.","The issue is rejected identity documents at the DMV, with no criminal case.",dui_vs_dmv,BtoA,expanded_workbook_grounded,422,,false,,false,synthetic_candidate_needs_human_validation
x0479,f16_BtoA_14,A relative suffered catastrophic harm following hospital care. Can a lawyer help me?,General Litigation,Wrongful Death,General Litigation,Malpractice-Medical,I am the injured patient and want to bring a medical malpractice claim.,I am the injured patient and want to bring a medical malpractice claim.,whether the patient survived and who would bring the claim,General Litigation,Wrongful Death,My relative passed away after the medical error and we seek damages for the death.,My relative passed away after the medical error and we seek damages for the death.,malpractice_vs_wrongful_death,BtoA,expanded_workbook_grounded,24,,true,,false,synthetic_candidate_needs_human_validation
x0158,f06_AtoB_08,I need an attorney for a workplace discrimination matter. What are my options?,Labor & Employment,Discrimination,Administrative Law,General (State),My immediate deadline is an appeal of the state agency's decision on my complaint.,My immediate deadline is an appeal of the state agency's decision on my complaint.,whether a state agency has issued a decision or scheduled an administrative hearing,Labor & Employment,Discrimination,My issue is directly with the employer and I have not appealed any state decision.,My issue is directly with the employer and I have not appealed any state decision.,employment_vs_state_hearing,AtoB,expanded_workbook_grounded,83,,true,employment_admin_ignores_hearing_signals,false,synthetic_candidate_needs_human_validation
x0518,f18_AtoB_08,I need legal advice about protecting a relative who cannot care for themself. What are my options?,Wills & Trusts,Conservatorship/Guardianship,Wills & Trusts,Elder Abuse,A supposed friend isolated my parent and is selling property for their own benefit.,A supposed friend isolated my parent and is selling property for their own benefit.,whether the need is authority to act or suspected exploitation,Wills & Trusts,Conservatorship/Guardianship,The issue is legal authority to arrange care for a parent with dementia.,The issue is legal authority to arrange care for a parent with dementia.,guardianship_vs_elder_abuse,AtoB,expanded_workbook_grounded,31;71;399;404;411;421,,true,,false,synthetic_candidate_needs_human_validation
x0566,f19_BtoA_11,"I cannot work and have very little income, but my benefits were denied. I do not know what to do next.",Administrative Law,Social Security/SSI,Administrative Law,SSD (Social Security Disability),The denial concerns Social Security Disability Insurance from my prior employment.,The denial concerns Social Security Disability Insurance from my prior employment.,whether the benefit is work-credit SSDI or needs-based SSI,Administrative Law,Social Security/SSI,"The denied benefit is Supplemental Security Income, not SSDI.","The denied benefit is Supplemental Security Income, not SSDI.",ssd_vs_ssi,BtoA,expanded_workbook_grounded,94;96;397,,true,,false,synthetic_candidate_needs_human_validation
x0520,f18_AtoB_10,There is a dispute about who should handle an elderly parent's affairs. I do not know what to do next.,Wills & Trusts,Conservatorship/Guardianship,Wills & Trusts,Elder Abuse,A caregiver pressured my parent to change beneficiaries and took large payments.,A caregiver pressured my parent to change beneficiaries and took large payments.,whether the need is authority to act or suspected exploitation,Wills & Trusts,Conservatorship/Guardianship,"The family agrees protection is needed, and the question is who should be guardian.","The family agrees protection is needed, and the question is who should be guardian.",guardianship_vs_elder_abuse,AtoB,expanded_workbook_grounded,31;71;399;404;411;421,,true,,false,synthetic_candidate_needs_human_validation
x0463,f16_AtoB_13,A hospital made a serious mistake during treatment and my family needs help. Can a lawyer help me?,General Litigation,Malpractice-Medical,General Litigation,Wrongful Death,"The patient died from the injuries, and the estate wants to bring a claim.","The patient died from the injuries, and the estate wants to bring a claim.",whether the patient survived and who would bring the claim,General Litigation,Malpractice-Medical,The patient survived and needs compensation for additional injuries caused by the treatment.,The patient survived and needs compensation for additional injuries caused by the treatment.,malpractice_vs_wrongful_death,AtoB,expanded_workbook_grounded,24,,true,,false,synthetic_candidate_needs_human_validation
x0016,f01_BtoA_01,I need help getting distance from my partner because I no longer feel safe.,Family Law,Restraining Orders,Family Law,General (Divorce/Separation),"I am asking about divorce papers and dividing our property, not a protection order.","I am asking about divorce papers and dividing our property, not a protection order.","whether there are threats, violence, coercive control, or an immediate need for protection",Family Law,Restraining Orders,My spouse shoved me last night and I am afraid to go home.,My spouse shoved me last night and I am afraid to go home.,divorce_vs_restraining,BtoA,expanded_workbook_grounded,51;422,,true,domestic_violence_low_question_coverage,false,synthetic_candidate_needs_human_validation
legacy_193,legacy_p03_BtoA_03,The property management has been entering the premises without proper notice. I want to resolve this dispute quickly and understand my rights.,Real Property,Landlord Residential,Real Property,Tenant (Residential),I am currently living there as a tenant. I do not own the property.,I'm the tenant living at the property.,Are you living in the property as a renter or owner?,Real Property,Landlord Residential,The clarifying answer confirms the original Real Property issue and does not add the fact that would support Real Property.,"No. My issue is the original Real Property matter, not the alternative described.",tenant_vs_landlord,BtoA,legacy_200_snapshot,,p03_BtoA_03,false,,false,legacy_candidate_needs_revalidation
legacy_144,legacy_p10_AtoB_04,"People at work make jokes about my ethnicity, and management doesn't do anything.",Labor & Employment,Discrimination,Administrative Law,General (State),I filed a complaint through the state Equal Opportunity office and they started an investigation.,"I went ahead and filed a complaint through the state Equal Opportunity office, and they started looking into it.",whether the state Equal Opportunity office is involved,Labor & Employment,Discrimination,The clarifying answer confirms the original Labor & Employment issue and does not add the fact that would support Administrative Law.,"No. My issue is the original Labor & Employment matter, not the alternative described.",employment_admin,AtoB,legacy_200_snapshot,,p10_AtoB_04,false,employment_admin,false,legacy_candidate_needs_revalidation
